City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
225,Basi,26.8333,76.0333,84.2,30,40,1.14,IN,2021-05-02 22:12:10,haze
226,Tuatapere,-46.1333,167.6833,50.0,89,32,3.0,NZ,2021-05-02 22:03:29,scattered clouds
227,Rafaela,-31.2503,-61.4867,69.53,68,54,7.25,AR,2021-05-02 22:12:14,broken clouds
228,Lata,40.1629,-8.3327,55.99,72,45,8.01,PT,2021-05-02 22:12:15,scattered clouds
229,Taoudenni,22.6783,-3.9836,82.31,49,47,15.26,ML,2021-05-02 22:06:47,scattered clouds
230,Lewistown,40.5992,-77.5714,78.8,73,1,5.75,US,2021-05-02 22:12:17,haze
231,Segou,13.4317,-6.2157,91.85,33,60,14.83,ML,2021-05-02 22:07:23,broken clouds
232,Lebu,-37.6167,-73.65,54.59,91,100,6.51,CL,2021-05-02 22:05:12,overcast clouds
233,Klaksvik,62.2266,-6.589,35.6,69,20,8.05,FO,2021-05-02 22:05:04,few clouds
234,Abalak,58.1286,68.5944,43.02,88,99,5.21,RU,2021-05-02 22:12:23,overcast clouds
235,Cidreira,-30.1811,-50.2056,68.88,80,53,8.86,BR,2021-05-02 22:12:24,broken clouds
236,Harper,4.375,-7.7169,81.01,80,100,9.33,LR,2021-05-02 22:12:26,overcast clouds
237,Rudbar,30.15,62.6,78.03,41,29,9.1,AF,2021-05-02 22:12:27,scattered clouds
238,Rocha,-34.4833,-54.3333,63.66,84,100,5.35,UY,2021-05-02 22:12:29,overcast clouds
239,Biak,-0.9131,122.8766,75.96,82,45,5.1,ID,2021-05-02 22:12:30,scattered clouds
240,Atambua,-9.1061,124.8925,69.78,89,13,4.74,ID,2021-05-02 22:12:31,few clouds
241,Fort Nelson,58.8053,-122.7002,55.4,33,40,10.36,CA,2021-05-02 22:10:28,scattered clouds
242,Kaitangata,-46.2817,169.8464,51.84,64,81,4.68,NZ,2021-05-02 22:12:34,broken clouds
243,Sarai,53.7458,41.0213,50.27,92,100,9.78,RU,2021-05-02 22:12:36,overcast clouds
244,Hayden,47.766,-116.7866,64.0,29,40,5.75,US,2021-05-02 22:12:37,scattered clouds
245,Chokurdakh,70.6333,147.9167,15.73,94,71,4.74,RU,2021-05-02 22:12:38,broken clouds
246,Mount Isa,-20.7333,139.5,68.0,52,0,9.44,AU,2021-05-02 22:12:39,clear sky
247,Luan,46.3592,6.9759,42.01,89,98,0.76,CH,2021-05-02 22:12:40,overcast clouds
248,San Policarpo,12.1791,125.5072,80.28,85,65,13.49,PH,2021-05-02 22:12:41,broken clouds
249,Sungaipenuh,-2.0833,101.3833,64.31,96,87,4.23,ID,2021-05-02 22:12:42,overcast clouds
250,Weligama,5.9667,80.4167,77.27,88,99,3.13,LK,2021-05-02 22:09:28,overcast clouds
251,Ghanzi,-21.5667,21.7833,60.03,54,41,8.93,BW,2021-05-02 22:12:44,scattered clouds
252,Dingle,10.9995,122.6711,77.52,88,71,7.9,PH,2021-05-02 22:12:47,broken clouds
253,Poum,-20.2333,164.0167,76.32,75,20,10.42,NC,2021-05-02 22:12:49,few clouds
254,Cordoba,-31.4135,-64.1811,73.0,60,0,6.91,AR,2021-05-02 22:10:17,clear sky
255,Kipushi,-11.7667,27.2333,61.02,96,82,7.36,CD,2021-05-02 22:12:51,broken clouds
256,Zuya,45.0531,34.3154,62.69,45,100,7.96,UA,2021-05-02 22:12:52,overcast clouds
257,San Jose De Las Lajas,22.9614,-82.1511,89.6,48,20,9.22,CU,2021-05-02 22:12:53,few clouds
258,Opuwo,-18.0607,13.84,65.21,71,21,7.38,NA,2021-05-02 22:12:55,light rain
259,Rawson,-43.3002,-65.1023,59.94,39,89,12.01,AR,2021-05-02 22:10:49,overcast clouds
260,Kudahuvadhoo,2.6708,72.8944,83.5,67,100,4.61,MV,2021-05-02 22:12:57,overcast clouds
261,Benxi,41.2886,123.765,60.01,37,0,6.71,CN,2021-05-02 22:12:58,clear sky
262,Manadhoo,5.7667,73.3833,82.78,74,100,3.02,MV,2021-05-02 22:12:59,overcast clouds
263,Okha,53.5739,142.9478,31.12,92,99,18.5,RU,2021-05-02 22:03:20,overcast clouds
264,Itaqui,-29.1253,-56.5531,71.58,69,60,6.62,BR,2021-05-02 22:13:01,broken clouds
265,Kozhevnikovo,56.2589,83.9714,46.99,49,100,14.79,RU,2021-05-02 22:13:02,overcast clouds
266,Bandarbeyla,9.4942,50.8122,83.26,74,78,6.67,SO,2021-05-02 22:03:23,light rain
267,Broome,42.2506,-75.833,66.0,63,1,8.05,US,2021-05-02 22:13:04,clear sky
268,Kalakamati,-20.5929,27.3121,55.35,65,47,12.3,BW,2021-05-02 22:13:06,scattered clouds
269,Chulman,56.8479,124.9104,33.64,99,100,2.01,RU,2021-05-02 22:13:08,snow
270,Takoradi,4.8845,-1.7554,81.16,85,94,8.61,GH,2021-05-02 22:13:09,overcast clouds
271,Saskylakh,71.9167,114.0833,27.86,87,100,6.69,RU,2021-05-02 22:13:10,overcast clouds
272,Los Llanos De Aridane,28.6585,-17.9182,64.4,63,20,8.05,ES,2021-05-02 22:13:11,few clouds
273,Tezu,27.9167,96.1667,69.8,65,6,2.62,IN,2021-05-02 22:13:12,clear sky
274,Bambous Virieux,-20.3428,57.7575,75.2,94,20,4.61,MU,2021-05-02 22:13:14,light rain
275,Kiunga,-6.1219,141.2906,74.35,95,93,2.95,PG,2021-05-02 22:13:15,overcast clouds
276,Lavrentiya,65.5833,-171.0,22.86,78,90,14.45,RU,2021-05-02 22:12:15,overcast clouds
277,Pechora,65.1472,57.2244,32.99,62,100,18.84,RU,2021-05-02 22:13:17,overcast clouds
278,Japura,-0.3167,102.35,72.52,98,92,1.68,ID,2021-05-02 22:13:19,overcast clouds
279,Mkushi,-13.6202,29.3939,59.29,94,100,8.41,ZM,2021-05-02 22:13:20,overcast clouds
280,Buin,-33.7333,-70.75,64.4,45,75,3.44,CL,2021-05-02 22:13:21,broken clouds
281,Conde,-7.2597,-34.9075,77.0,88,0,5.75,BR,2021-05-02 22:13:22,clear sky
282,Santo Antonio Do Ica,-3.1022,-67.9397,75.33,97,99,1.54,BR,2021-05-02 22:13:23,overcast clouds
283,Kampong Chhnang,12.1667,104.55,80.65,75,95,6.87,KH,2021-05-02 22:13:24,overcast clouds
284,Alice Springs,-23.7,133.8833,53.6,62,77,4.61,AU,2021-05-02 22:12:15,broken clouds
285,Aqtobe,50.2797,57.2072,50.0,53,0,6.71,KZ,2021-05-02 22:02:40,clear sky
286,West Bay,19.3667,-81.4167,84.2,65,20,10.36,KY,2021-05-02 22:13:27,few clouds
287,Porto Torres,40.835,8.3972,50.0,100,0,1.14,IT,2021-05-02 22:13:28,clear sky
288,Angoche,-16.2325,39.9086,74.35,87,86,12.53,MZ,2021-05-02 22:13:29,light rain
289,Zaysan,47.4667,84.8667,38.73,32,0,2.77,KZ,2021-05-02 22:13:31,clear sky
290,Chebarkul,54.9749,60.3633,47.61,88,100,2.48,RU,2021-05-02 22:13:33,overcast clouds
291,Meadow Lake,34.8014,-106.5436,86.0,6,20,12.66,US,2021-05-02 22:13:34,few clouds
292,Urengoy,65.9667,78.3667,32.32,99,100,6.24,RU,2021-05-02 22:13:35,light snow
293,Bubaque,11.2833,-15.8333,77.81,72,100,23.33,GW,2021-05-02 22:13:36,overcast clouds
294,Vila Velha,-20.3297,-40.2925,71.6,83,40,9.22,BR,2021-05-02 22:13:18,scattered clouds
295,Lorengau,-2.0226,147.2712,82.36,73,90,1.01,PG,2021-05-02 22:13:38,overcast clouds
296,Boshnyakovo,49.6333,142.1667,32.99,87,100,19.35,RU,2021-05-02 22:13:39,heavy snow
297,Umm Lajj,25.0213,37.2685,80.62,51,0,5.75,SA,2021-05-02 22:05:31,clear sky
298,Praya,14.9215,-23.5087,69.8,73,20,17.27,CV,2021-05-02 22:13:41,few clouds
299,Mahibadhoo,3.7833,72.9667,83.57,69,99,5.12,MV,2021-05-02 22:02:01,overcast clouds
300,Digha,21.6833,87.55,80.74,81,29,13.0,IN,2021-05-02 22:13:43,scattered clouds
301,Melfi,40.9965,15.6514,44.6,87,40,20.71,IT,2021-05-02 22:13:44,scattered clouds
302,Grafton,42.207,-71.6856,64.99,63,90,16.11,US,2021-05-02 22:13:46,light rain
303,Maridi,4.9158,29.4742,67.28,98,100,4.27,SS,2021-05-02 22:13:47,moderate rain
304,Ayr,55.4627,-4.6339,44.6,65,20,3.44,GB,2021-05-02 22:13:48,few clouds
305,Trinidad,-14.8333,-64.9,87.8,58,20,2.95,BO,2021-05-02 22:13:50,few clouds
306,Aklavik,68.2191,-135.0107,35.6,60,75,5.75,CA,2021-05-02 22:13:51,broken clouds
307,Port Keats,-14.25,129.55,71.1,57,4,7.29,AU,2021-05-02 22:13:52,clear sky
308,Muros,42.7762,-9.0603,51.01,72,0,1.99,ES,2021-05-02 22:04:33,clear sky
309,Malindi,-3.2175,40.1191,79.29,85,71,14.58,KE,2021-05-02 22:13:54,light rain
310,Arrecife,28.963,-13.5477,66.2,59,20,12.66,ES,2021-05-02 22:13:56,few clouds
311,Puerto Madero,14.7208,-92.4215,82.4,78,75,11.5,MX,2021-05-02 22:13:58,broken clouds
312,Tyukhtet,56.5389,89.3011,39.78,76,97,11.92,RU,2021-05-02 22:13:59,overcast clouds
313,Tel Aviv-Yafo,32.0805,34.7805,70.0,49,0,3.44,IL,2021-05-02 22:14:00,clear sky
314,Staryy Nadym,65.6118,72.6842,24.58,80,15,9.86,RU,2021-05-02 22:14:01,few clouds
315,Hualmay,-11.0964,-77.6139,70.23,77,17,9.66,PE,2021-05-02 22:14:02,few clouds
316,Colquiri,-17.4167,-67.1333,62.6,23,83,6.91,BO,2021-05-02 22:14:03,broken clouds
317,Rolla,37.9514,-91.7713,64.99,88,90,9.22,US,2021-05-02 22:14:04,overcast clouds
318,Banff,51.1762,-115.5698,50.0,29,65,4.61,CA,2021-05-02 22:09:34,broken clouds
319,Sao Sebastiao,-23.76,-45.4097,68.67,88,13,5.19,BR,2021-05-02 22:14:06,few clouds
320,Waddan,29.1614,16.139,87.22,9,16,11.25,LY,2021-05-02 22:14:07,few clouds
321,Fare,-16.7,-151.0167,80.85,72,13,10.58,PF,2021-05-02 22:14:09,few clouds
322,Katherine,-14.4667,132.2667,62.6,88,1,4.61,AU,2021-05-02 22:04:24,clear sky
323,Fukue,32.6881,128.8419,57.0,59,79,3.89,JP,2021-05-02 22:14:12,broken clouds
324,Sunrise Manor,36.2111,-115.0731,87.8,7,1,26.46,US,2021-05-02 22:14:13,clear sky
325,Bichura,50.5881,107.6022,36.93,89,100,12.75,RU,2021-05-02 22:12:14,overcast clouds
326,Paamiut,61.994,-49.6678,40.12,62,31,9.22,GL,2021-05-02 22:05:37,scattered clouds
327,Port Blair,11.6667,92.75,83.16,77,23,6.31,IN,2021-05-02 22:14:16,few clouds
328,Kostyantynivka,48.5277,37.7069,62.33,73,100,12.93,UA,2021-05-02 22:14:17,light rain
329,Grindavik,63.8424,-22.4338,39.2,70,0,17.27,IS,2021-05-02 22:14:18,clear sky
330,Aanekoski,62.6946,25.818,33.01,80,0,1.14,FI,2021-05-02 22:14:19,clear sky
331,Port Shepstone,-30.7414,30.455,62.91,80,0,6.4,ZA,2021-05-02 22:14:20,clear sky
332,Manjacaze,-24.7117,33.8828,63.68,81,64,5.41,MZ,2021-05-02 22:14:21,broken clouds
333,Fayaoue,-20.65,166.5333,76.64,78,13,21.27,NC,2021-05-02 22:14:22,few clouds
334,Port-Gentil,-0.7193,8.7815,82.4,89,20,10.36,GA,2021-05-02 22:14:23,few clouds
335,Acapulco,16.8634,-99.8901,84.2,61,40,16.11,MX,2021-05-02 22:12:13,scattered clouds
336,Yerbogachen,61.2767,108.0108,30.74,89,74,2.84,RU,2021-05-02 22:14:25,broken clouds
337,San Quintin,30.4833,-115.95,63.18,65,10,17.09,MX,2021-05-02 22:14:26,clear sky
338,Porto Novo,6.4965,2.6036,86.0,79,40,13.8,BJ,2021-05-02 22:14:27,scattered clouds
339,Mahon,39.8885,4.2658,59.0,77,40,8.05,ES,2021-05-02 22:14:29,scattered clouds
340,Hasaki,35.7333,140.8333,53.6,54,75,8.05,JP,2021-05-02 22:14:30,broken clouds
341,La Ronge,55.1001,-105.2842,30.2,74,100,9.22,CA,2021-05-02 22:14:31,overcast clouds
342,Moquegua,-17.1956,-70.9353,69.55,44,67,5.97,PE,2021-05-02 22:10:44,broken clouds
343,Marsh Harbour,26.5412,-77.0636,79.16,71,85,9.55,BS,2021-05-02 22:00:03,overcast clouds
344,Asfi,32.2994,-9.2372,61.79,66,100,21.81,MA,2021-05-02 22:11:47,overcast clouds
345,Rockingham,42.9668,-71.0995,71.6,28,75,9.22,US,2021-05-02 22:14:35,broken clouds
346,Nanyang,32.9947,112.5328,59.31,51,100,6.71,CN,2021-05-02 22:14:36,light rain
347,Henties Bay,-22.116,14.2845,66.99,72,1,1.99,NA,2021-05-02 22:14:37,clear sky
348,Umarkot,25.3616,69.7362,82.33,43,0,10.83,PK,2021-05-02 22:14:38,clear sky
349,Bima,-8.4667,118.7167,73.22,93,35,3.69,ID,2021-05-02 22:14:39,scattered clouds
350,Sayansk,54.1088,102.1648,34.93,79,99,14.07,RU,2021-05-02 22:14:41,overcast clouds
351,Jinchang,38.4953,102.1739,48.33,20,29,19.17,CN,2021-05-02 22:14:42,scattered clouds
352,Krasnyy Kut,50.95,46.9667,56.77,68,13,8.03,RU,2021-05-02 22:14:43,few clouds
353,Dumai,1.6833,101.45,73.31,98,100,2.84,ID,2021-05-02 22:14:45,overcast clouds
354,Basar,27.9833,94.6667,64.62,95,97,2.33,IN,2021-05-02 22:14:46,overcast clouds
355,San Ramon,37.7799,-121.978,82.0,29,1,14.97,US,2021-05-02 22:14:31,clear sky
356,Katsuura,35.1333,140.3,57.99,41,75,9.22,JP,2021-05-02 22:14:48,broken clouds
357,Vila,42.0304,-8.1588,46.99,74,9,3.0,PT,2021-05-02 22:14:49,clear sky
358,Tual,-5.6667,132.75,81.27,79,100,17.98,ID,2021-05-02 22:14:50,overcast clouds
359,Shestakovo,56.4915,103.96,34.3,97,100,8.88,RU,2021-05-02 22:14:51,light snow
360,Macau,22.2006,113.5461,77.0,83,40,6.91,MO,2021-05-02 22:14:52,moderate rain
361,Puerto Narino,-3.7703,-70.3831,84.2,74,40,4.61,CO,2021-05-02 22:14:53,light rain
362,Maceio,-9.6658,-35.7353,73.4,94,75,5.75,BR,2021-05-02 22:13:52,broken clouds
363,Severo-Kurilsk,50.6789,156.125,35.13,97,100,27.63,RU,2021-05-02 22:14:55,moderate rain
364,Dudinka,69.4058,86.1778,28.63,93,100,10.78,RU,2021-05-02 22:14:06,overcast clouds
365,Xinqing,48.2333,129.5,45.66,48,89,1.3,CN,2021-05-02 22:11:13,overcast clouds
366,Morristown,36.214,-83.2949,73.4,46,90,4.61,US,2021-05-02 22:14:58,overcast clouds
367,Oranjestad,12.524,-70.027,82.99,74,20,19.57,AW,2021-05-02 22:14:59,few clouds
368,Waidhofen,48.5833,11.3333,42.8,87,75,3.44,DE,2021-05-02 22:15:01,broken clouds
369,Iqaluit,63.7506,-68.5145,39.2,70,75,6.91,CA,2021-05-02 22:15:02,broken clouds
370,Davila,18.4726,120.5763,77.0,88,20,2.3,PH,2021-05-02 22:15:03,few clouds
371,Magadan,59.5667,150.8,34.86,66,24,6.17,RU,2021-05-02 22:15:04,few clouds
372,Ostrovnoy,68.0531,39.5131,21.29,85,60,13.02,RU,2021-05-02 22:15:05,broken clouds
373,Suluq,31.6682,20.2521,90.57,11,100,8.34,LY,2021-05-02 22:15:07,overcast clouds
374,Maketu,-37.7667,176.45,59.0,68,27,1.99,NZ,2021-05-02 22:15:08,scattered clouds
375,Senneterre,48.3835,-77.2328,44.6,36,40,12.66,CA,2021-05-02 22:15:09,scattered clouds
376,Vanimo,-2.6741,141.3028,78.82,85,97,3.67,PG,2021-05-02 22:15:10,overcast clouds
377,Belyy Yar,53.6039,91.3903,32.0,80,0,2.24,RU,2021-05-02 22:15:11,clear sky
378,Penzance,50.1186,-5.5371,46.99,81,20,12.35,GB,2021-05-02 22:15:12,few clouds
379,Calabazar De Sagua,22.6447,-79.8961,89.6,33,40,18.41,CU,2021-05-02 22:15:14,scattered clouds
380,The Valley,18.217,-63.0578,84.2,69,40,12.66,AI,2021-05-02 22:13:42,scattered clouds
381,Kununurra,-15.7667,128.7333,64.4,94,2,2.3,AU,2021-05-02 22:15:16,clear sky
382,Hambantota,6.1241,81.1185,77.0,100,40,3.44,LK,2021-05-02 22:15:17,scattered clouds
383,Gazojak,41.1875,61.4036,69.03,21,19,10.74,TM,2021-05-02 22:15:19,few clouds
384,Winsum,53.33,6.5208,39.99,87,22,5.75,NL,2021-05-02 22:15:20,few clouds
385,Torbay,47.6666,-52.7314,45.0,49,75,27.63,CA,2021-05-02 22:15:21,broken clouds
386,Dunavarsany,47.2786,19.0662,51.01,71,75,18.41,HU,2021-05-02 22:15:22,broken clouds
387,Meiktila,20.8667,95.8667,77.25,73,12,11.01,MM,2021-05-02 22:15:25,few clouds
388,Zhaotong,27.3167,103.7167,58.37,66,1,0.11,CN,2021-05-02 22:15:26,clear sky
389,Maldonado,-34.6667,-54.9167,71.01,77,0,4.61,UY,2021-05-02 22:15:27,clear sky
390,Mpraeso,6.5932,-0.7346,72.18,96,94,4.7,GH,2021-05-02 22:15:28,light rain
391,Aksu,41.1231,80.2644,64.15,28,95,5.06,CN,2021-05-02 22:15:30,overcast clouds
392,Lepe,37.2548,-7.2043,60.01,55,100,5.01,ES,2021-05-02 22:15:31,overcast clouds
393,Lydenburg,-25.0978,30.4597,42.01,95,0,2.42,ZA,2021-05-02 22:15:33,clear sky
394,Sorkjosen,69.8,20.9333,23.14,77,63,9.69,NO,2021-05-02 22:15:34,broken clouds
395,Whitianga,-36.8333,175.7,62.01,78,0,1.99,NZ,2021-05-02 22:15:35,clear sky
396,Kolokani,13.5728,-8.0339,85.87,39,67,10.04,ML,2021-05-02 22:15:36,broken clouds
397,Nampula,-15.1165,39.2666,68.0,100,75,12.66,MZ,2021-05-02 22:15:37,broken clouds
398,Jatiroto,-7.8833,111.1167,73.09,91,39,1.77,ID,2021-05-02 22:15:38,scattered clouds
399,Coihaique,-45.5752,-72.0662,42.8,81,75,3.44,CL,2021-05-02 22:15:39,broken clouds
400,Sabha,27.0377,14.4283,85.68,7,3,12.3,LY,2021-05-02 22:15:40,clear sky
401,Buritis,-15.6178,-46.4233,70.59,60,97,3.87,BR,2021-05-02 22:15:42,overcast clouds
402,Talcahuano,-36.7167,-73.1167,57.2,94,90,1.14,CL,2021-05-02 22:15:43,heavy intensity rain
403,Sesheke,-17.4759,24.2968,66.09,75,94,6.06,ZM,2021-05-02 22:15:45,overcast clouds
404,Sorland,67.667,12.6934,37.2,61,31,16.71,NO,2021-05-02 22:06:50,scattered clouds
405,Machali,-34.1833,-70.6667,64.4,59,75,4.61,CL,2021-05-02 22:15:47,haze
406,Otjimbingwe,-22.35,16.1333,69.24,52,88,2.17,NA,2021-05-02 22:15:48,overcast clouds
407,Lubao,14.9167,120.55,77.0,78,40,2.3,PH,2021-05-02 22:15:49,scattered clouds
408,Dongsheng,39.8161,109.9776,49.62,81,39,13.27,CN,2021-05-02 22:15:50,scattered clouds
409,Stillwater,36.1156,-97.0584,78.8,57,90,10.36,US,2021-05-02 22:13:46,overcast clouds
410,Ponta Do Sol,32.6667,-17.1,57.0,84,97,4.0,PT,2021-05-02 22:15:52,overcast clouds
411,Rovaniemi,66.5,25.7167,28.4,100,90,6.91,FI,2021-05-02 22:15:53,fog
412,Altay,47.8667,88.1167,34.48,35,0,9.69,CN,2021-05-02 22:15:56,clear sky
413,Mwinilunga,-11.7358,24.4293,62.35,95,99,9.46,ZM,2021-05-02 22:15:57,overcast clouds
414,Havelock,34.8791,-76.9013,73.99,61,97,11.99,US,2021-05-02 22:15:58,overcast clouds
415,Skelleftea,64.7507,20.9528,28.99,86,88,4.61,SE,2021-05-02 22:15:59,overcast clouds
416,Manyana,-23.4,21.7167,58.03,47,0,8.66,BW,2021-05-02 22:16:01,clear sky
417,Acari,-15.4311,-74.6158,75.13,66,20,6.08,PE,2021-05-02 22:16:02,few clouds
418,Kisangani,0.5167,25.2,68.9,97,100,0.38,CD,2021-05-02 22:16:03,overcast clouds
419,Kloulklubed,7.0419,134.2556,78.8,89,90,10.36,PW,2021-05-02 22:16:04,overcast clouds
420,Batasan,12.7667,120.7833,81.5,70,44,4.43,PH,2021-05-02 22:16:05,scattered clouds
421,Manzhouli,49.6,117.4333,45.12,56,100,8.68,CN,2021-05-02 22:16:06,overcast clouds
422,Knysna,-34.0363,23.0471,53.6,82,0,4.61,ZA,2021-05-02 22:16:07,clear sky
423,General Pico,-35.6566,-63.7568,67.12,66,77,4.99,AR,2021-05-02 22:16:08,broken clouds
424,Kokopo,-4.352,152.2633,80.02,79,98,2.08,PG,2021-05-02 22:16:10,overcast clouds
425,Olafsvik,64.8945,-23.7142,37.51,55,0,12.28,IS,2021-05-02 22:16:11,clear sky
426,Carauari,-4.8828,-66.8958,73.15,98,100,0.92,BR,2021-05-02 22:16:12,overcast clouds
427,Barhi,23.9,80.8,78.08,42,52,5.64,IN,2021-05-02 22:16:13,broken clouds
428,Bosaso,11.2842,49.1816,80.74,79,100,8.86,SO,2021-05-02 22:16:14,light rain
429,Campoalegre,2.6849,-75.3231,76.98,86,91,1.66,CO,2021-05-02 22:16:15,heavy intensity rain
430,Batesville,35.7698,-91.641,66.0,100,90,6.91,US,2021-05-02 22:16:16,light rain
431,Hirara,24.8,125.2833,71.6,78,75,6.91,JP,2021-05-02 22:16:17,broken clouds
432,Pangnirtung,66.1451,-65.7125,36.5,86,15,1.52,CA,2021-05-02 22:16:18,few clouds
433,Boma,7.0805,-2.1697,73.74,97,88,1.54,GH,2021-05-02 22:16:20,light rain
434,Port Macquarie,-31.4333,152.9167,63.0,99,15,1.99,AU,2021-05-02 22:11:53,few clouds
435,Talnakh,69.4865,88.3972,20.91,95,40,7.78,RU,2021-05-02 22:16:22,scattered clouds
436,Catalina,32.5056,-110.9211,91.99,6,0,5.99,US,2021-05-02 22:16:23,clear sky
437,Itumba,-9.4,33.1833,61.07,97,65,4.56,TZ,2021-05-02 22:16:24,broken clouds
438,Yaan,7.3833,8.5667,80.51,68,100,9.01,NG,2021-05-02 22:16:25,overcast clouds
439,Sierra Vista,31.5545,-110.3037,82.4,7,1,28.77,US,2021-05-02 22:16:26,clear sky
440,Choix,26.7092,-108.3219,93.56,18,12,10.51,MX,2021-05-02 22:16:27,few clouds
441,Soure,-0.7167,-48.5233,78.26,84,43,10.58,BR,2021-05-02 22:16:28,scattered clouds
442,Chernyshevskiy,63.0128,112.4714,31.19,98,94,0.38,RU,2021-05-02 22:16:30,overcast clouds
443,Tripoli,32.8752,13.1875,66.54,79,100,9.13,LY,2021-05-02 22:14:27,overcast clouds
444,Gushikawa,26.3544,127.8686,68.0,88,1,6.91,JP,2021-05-02 22:16:32,clear sky
445,Umm Kaddadah,13.6017,26.6876,84.63,17,5,10.02,SD,2021-05-02 22:16:33,clear sky
446,Hilton Head Island,32.2163,-80.7526,75.99,78,1,6.91,US,2021-05-02 22:16:30,clear sky
447,Coquimbo,-29.9533,-71.3436,60.8,67,0,9.22,CL,2021-05-02 22:16:35,clear sky
448,San Cristobal,7.7669,-72.225,77.0,83,75,16.11,VE,2021-05-02 22:16:36,broken clouds
449,Solnechnyy,50.7214,136.6319,31.95,77,100,11.45,RU,2021-05-02 22:16:37,overcast clouds
