City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
450,Chapais,49.7834,-74.8492,33.8,51,90,11.5,CA,2021-05-02 22:16:38,overcast clouds
451,Nuuk,64.1835,-51.7216,39.2,65,0,11.5,GL,2021-05-02 22:16:39,clear sky
452,Leh,34.1667,77.5833,39.34,43,60,4.12,IN,2021-05-02 22:16:40,broken clouds
453,Sao Miguel Do Araguaia,-13.275,-50.1628,76.87,66,48,3.15,BR,2021-05-02 22:16:41,scattered clouds
454,Valparaiso,-33.0393,-71.6273,59.0,88,0,3.44,CL,2021-05-02 22:12:07,clear sky
455,Veracruz,19.3333,-96.6667,91.0,55,1,4.61,MX,2021-05-02 22:12:32,clear sky
456,Vikindu,-7.0067,39.2985,77.0,94,20,4.61,TZ,2021-05-02 22:16:44,light rain
457,Mayumba,-3.432,10.6554,78.67,89,82,3.53,GA,2021-05-02 22:16:45,broken clouds
458,Horta,38.5333,-28.6333,60.21,83,100,10.2,PT,2021-05-02 22:16:46,overcast clouds
459,San Angelo,31.4638,-100.437,96.01,18,1,12.66,US,2021-05-02 22:13:21,clear sky
460,Asosa,10.0667,34.5333,67.98,63,100,1.79,ET,2021-05-02 22:16:48,overcast clouds
461,Sambava,-14.2667,50.1667,75.54,90,27,5.35,MG,2021-05-02 22:12:07,scattered clouds
462,Lima,-12.0432,-77.0282,69.01,77,0,10.36,PE,2021-05-02 22:13:29,clear sky
463,Beni,0.5,29.4667,61.9,97,92,2.17,CD,2021-05-02 22:16:51,overcast clouds
464,Ust-Nera,64.5667,143.2,36.12,94,98,4.18,RU,2021-05-02 22:16:53,overcast clouds
465,Beringovskiy,63.05,179.3167,20.34,83,98,15.7,RU,2021-05-02 22:12:15,overcast clouds
466,Moron,-34.6534,-58.6198,73.99,73,68,6.13,AR,2021-05-02 22:16:55,broken clouds
467,Shingu,33.7333,135.9833,53.53,64,44,5.1,JP,2021-05-02 22:16:56,scattered clouds
468,Moyobamba,-6.05,-76.9667,74.55,83,80,3.13,PE,2021-05-02 22:16:57,broken clouds
469,Kailua,21.4022,-157.7394,84.2,45,40,17.27,US,2021-05-02 22:12:15,scattered clouds
470,Gambela,8.25,34.5833,73.8,80,100,5.3,ET,2021-05-02 22:16:12,overcast clouds
471,Grand Bend,43.3168,-81.7498,75.2,53,88,12.66,CA,2021-05-02 22:15:08,overcast clouds
472,Buala,-8.145,159.5921,82.17,76,93,1.32,SB,2021-05-02 22:17:01,light rain
473,Rio Gallegos,-51.6226,-69.2181,42.8,75,40,12.66,AR,2021-05-02 22:17:02,scattered clouds
474,Kungurtug,50.5994,97.5228,20.59,93,35,2.24,RU,2021-05-02 22:17:03,scattered clouds
475,Vao,-22.6667,167.4833,74.43,73,35,21.43,NC,2021-05-02 22:17:04,scattered clouds
476,Taboshar,40.5686,69.6413,62.6,72,95,2.57,TJ,2021-05-02 22:17:05,overcast clouds
477,Yining,29.0361,114.5636,68.18,87,98,1.92,CN,2021-05-02 22:17:06,overcast clouds
478,Kimbe,-5.5502,150.1429,79.56,77,80,2.89,PG,2021-05-02 22:17:08,broken clouds
479,Okato,-39.2,173.8833,48.99,98,6,1.07,NZ,2021-05-02 22:17:09,clear sky
480,Anloga,5.7947,0.8973,84.2,84,20,11.5,GH,2021-05-02 22:17:10,light rain
481,Karabulak,43.3036,44.8964,53.6,87,0,4.47,RU,2021-05-02 22:17:11,clear sky
482,Namibe,-15.1961,12.1522,78.1,60,0,5.73,AO,2021-05-02 22:17:12,clear sky
483,Vila Franca Do Campo,37.7167,-25.4333,60.8,82,20,6.91,PT,2021-05-02 22:17:13,few clouds
484,Merauke,-8.4667,140.3333,77.95,86,86,11.99,ID,2021-05-02 22:17:14,overcast clouds
485,Luderitz,-26.6481,15.1594,68.11,55,31,1.03,NA,2021-05-02 22:17:15,scattered clouds
486,Alyangula,-13.8483,136.4192,77.0,88,16,5.75,AU,2021-05-02 22:17:17,few clouds
487,Mahajanga,-15.7167,46.3167,77.0,78,20,3.44,MG,2021-05-02 22:17:19,light rain
488,Ayan,56.45,138.1667,33.19,71,18,8.52,RU,2021-05-02 22:17:20,few clouds
489,Kenai,60.5544,-151.2583,51.8,49,75,14.97,US,2021-05-02 22:17:21,broken clouds
490,Makarska,43.2969,17.0178,60.8,59,90,3.44,HR,2021-05-02 22:17:22,overcast clouds
491,Nenagh,52.8619,-8.1967,46.4,76,75,9.22,IE,2021-05-02 22:17:23,broken clouds
492,Auki,-8.7676,160.7034,81.45,78,63,0.92,SB,2021-05-02 22:17:24,broken clouds
493,Gornopravdinsk,60.05,69.9,36.07,85,79,5.46,RU,2021-05-02 22:17:25,broken clouds
494,Luqiao,28.5808,121.3772,61.0,69,99,3.18,CN,2021-05-02 22:17:26,overcast clouds
495,Ouango,4.3133,22.5552,70.23,88,98,1.19,CF,2021-05-02 22:17:28,overcast clouds
496,Saquena,-4.6667,-73.5167,77.22,92,98,1.77,PE,2021-05-02 22:17:29,overcast clouds
497,Palmer,42.1584,-72.3287,59.0,77,90,10.36,US,2021-05-02 22:17:30,light rain
498,Dolinsk,47.35,142.8,33.8,93,75,2.24,RU,2021-05-02 22:17:31,light snow
499,Cap Malheureux,-19.9842,57.6142,75.0,91,3,8.16,MU,2021-05-02 22:17:32,light rain
500,Imeni Poliny Osipenko,52.4201,136.4853,34.18,66,100,16.35,RU,2021-05-02 22:17:33,overcast clouds
501,Sarakhs,36.5449,61.1577,71.6,56,100,2.3,IR,2021-05-02 22:17:34,overcast clouds
502,Okhotsk,59.3833,143.3,35.46,63,46,0.78,RU,2021-05-02 22:17:35,scattered clouds
503,Elko,41.0002,-115.5012,59.0,32,100,21.0,US,2021-05-02 22:14:03,overcast clouds
504,Shasta Lake,40.6804,-122.3708,80.6,19,1,14.97,US,2021-05-02 22:15:13,clear sky
505,Biloela,-24.4167,150.5,67.32,73,39,12.46,AU,2021-05-02 22:17:38,scattered clouds
506,Bathsheba,13.2167,-59.5167,78.8,65,20,14.97,BB,2021-05-02 22:17:39,few clouds
507,Hundorp,61.5552,9.9407,27.54,96,56,1.81,NO,2021-05-02 22:17:40,broken clouds
508,Mandalgovi,45.7625,106.2708,31.64,73,64,25.7,MN,2021-05-02 22:17:41,broken clouds
509,Sobolevo,54.4299,31.8996,51.66,97,100,17.43,RU,2021-05-02 22:17:42,moderate rain
510,Zyryanka,65.75,150.85,32.27,80,29,6.24,RU,2021-05-02 22:17:44,scattered clouds
511,Nioro,13.35,-15.75,82.9,34,49,11.1,GM,2021-05-02 22:17:45,scattered clouds
512,Samarai,-10.6167,150.6667,80.2,81,53,7.2,PG,2021-05-02 22:17:46,broken clouds
513,Dalvik,65.9702,-18.5286,32.0,69,0,8.05,IS,2021-05-02 22:17:47,clear sky
514,Beira,-19.8436,34.8389,73.4,83,40,14.99,MZ,2021-05-02 22:17:48,light rain
515,Ketchikan,55.3422,-131.6461,53.6,50,75,9.22,US,2021-05-02 22:15:43,broken clouds
516,Cairns,-16.9167,145.7667,75.2,73,28,11.5,AU,2021-05-02 22:14:45,scattered clouds
517,Kirensk,57.7853,108.1119,34.83,97,96,3.13,RU,2021-05-02 22:17:51,light snow
518,Guiratinga,-16.3494,-53.7583,76.08,64,10,5.23,BR,2021-05-02 22:17:52,clear sky
519,Ewa Beach,21.3156,-158.0072,84.2,45,40,17.27,US,2021-05-02 22:16:07,scattered clouds
520,Qandala,11.472,49.8728,81.97,75,78,9.17,SO,2021-05-02 22:17:54,broken clouds
521,Cecina,43.3128,10.524,60.01,42,0,19.35,IT,2021-05-02 22:17:55,clear sky
522,Metro,-5.1131,105.3067,73.9,94,53,3.15,ID,2021-05-02 22:18:46,broken clouds
523,Rafraf,37.1904,10.1837,62.6,82,75,5.75,TN,2021-05-02 22:18:47,broken clouds
524,Gambissara,13.2382,-14.3108,90.63,20,54,7.0,SN,2021-05-02 22:18:48,broken clouds
525,Canico,32.6333,-16.85,59.0,72,75,4.61,PT,2021-05-02 22:18:49,broken clouds
526,Meulaboh,4.1363,96.1285,76.46,90,99,3.85,ID,2021-05-02 22:18:50,overcast clouds
527,Cradock,-32.1642,25.6192,58.42,35,0,4.25,ZA,2021-05-02 22:18:51,clear sky
528,Kindu,-2.95,25.95,71.01,94,96,1.32,CD,2021-05-02 22:18:52,overcast clouds
529,Waingapu,-9.6567,120.2641,75.54,83,38,9.44,ID,2021-05-02 22:18:53,scattered clouds
530,Baker City,44.7749,-117.8344,57.2,28,1,21.85,US,2021-05-02 22:18:54,clear sky
531,Aswan,24.0934,32.907,85.19,11,0,10.51,EG,2021-05-02 22:18:55,clear sky
532,Brigantine,39.4101,-74.3646,82.4,26,1,17.27,US,2021-05-02 22:18:57,clear sky
533,Wasilla,61.5814,-149.4394,53.6,32,1,5.75,US,2021-05-02 22:18:58,clear sky
534,Nishihara,26.1842,127.7558,68.0,64,75,6.91,JP,2021-05-02 22:18:59,broken clouds
535,Christchurch,-43.5333,172.6333,61.0,76,56,1.14,NZ,2021-05-02 22:15:08,broken clouds
536,Aquiraz,-3.9014,-38.3911,82.99,78,20,2.3,BR,2021-05-02 22:19:01,few clouds
537,Uruzgan,32.8333,66.0,62.33,62,100,3.96,AF,2021-05-02 22:19:02,overcast clouds
538,Lakes Entrance,-37.8811,147.981,57.0,87,57,4.56,AU,2021-05-02 22:19:06,broken clouds
539,Basco,20.4487,121.9702,79.27,81,63,19.73,PH,2021-05-02 22:19:07,broken clouds
540,Muravlenko,63.7898,74.523,29.17,86,90,9.22,RU,2021-05-02 22:19:08,overcast clouds
541,Kargasok,59.0556,80.8572,49.24,69,100,11.05,RU,2021-05-02 22:19:09,overcast clouds
542,Krym,47.3003,39.5164,64.99,77,0,11.18,RU,2021-05-02 22:19:10,clear sky
543,Kurilsk,45.2333,147.8833,32.49,93,99,15.03,RU,2021-05-02 22:19:11,overcast clouds
544,Saravan,39.7196,45.6483,55.4,82,40,4.61,AM,2021-05-02 22:19:12,scattered clouds
545,Narodychi,51.2029,29.0823,57.07,88,65,14.92,UA,2021-05-02 22:19:13,broken clouds
546,Eydhafushi,5.1033,73.0708,83.16,72,100,3.04,MV,2021-05-02 22:19:14,overcast clouds
547,Nemuro,43.3236,145.575,38.01,82,77,10.94,JP,2021-05-02 22:19:15,broken clouds
548,La Roche-Sur-Yon,46.6667,-1.4333,42.8,75,0,3.44,FR,2021-05-02 22:19:16,clear sky
549,Garissa,-0.4536,39.6401,79.48,74,22,16.71,KE,2021-05-02 22:19:17,few clouds
550,Pueblo Bello,8.2041,-76.526,77.76,87,90,3.87,CO,2021-05-02 22:19:18,overcast clouds
551,Puerto Del Rosario,28.5004,-13.8627,66.2,59,0,12.66,ES,2021-05-02 22:19:19,clear sky
552,Zeya,53.75,127.2667,41.79,60,61,3.53,RU,2021-05-02 22:19:20,broken clouds
553,Chumikan,54.7183,135.315,30.88,84,40,2.08,RU,2021-05-02 22:19:21,scattered clouds
554,Abha,18.2164,42.5053,60.8,88,0,4.61,SA,2021-05-02 22:19:22,clear sky
555,Asau,46.4333,26.4,60.01,51,97,5.28,RO,2021-05-02 22:19:23,overcast clouds
556,Jinxiang,27.4327,120.6062,61.92,76,100,4.09,CN,2021-05-02 22:19:24,overcast clouds
557,Bambanglipuro,-7.95,110.2833,75.92,88,33,5.08,ID,2021-05-02 22:19:25,scattered clouds
558,Kulhudhuffushi,6.6221,73.07,83.48,72,94,4.05,MV,2021-05-02 22:19:26,overcast clouds
559,Juneau,58.3019,-134.4197,51.8,43,75,14.97,US,2021-05-02 22:19:27,broken clouds
560,Three Hills,51.7001,-113.2686,52.0,61,81,12.66,CA,2021-05-02 22:19:28,broken clouds
561,Rundu,-17.9333,19.7667,66.09,46,91,7.65,NA,2021-05-02 22:19:30,overcast clouds
562,Deputatskiy,69.3,139.9,25.43,93,100,2.89,RU,2021-05-02 22:19:31,overcast clouds
563,Noci,40.7907,17.1317,60.01,36,0,14.97,IT,2021-05-02 22:19:32,clear sky
564,Nhulunbuy,-12.2333,136.7667,77.0,83,10,6.91,AU,2021-05-02 22:19:33,clear sky
565,Maryville,35.7565,-83.9705,75.99,50,90,4.61,US,2021-05-02 22:15:52,overcast clouds
566,Tazmalt,36.3868,4.3989,59.22,83,100,4.27,DZ,2021-05-02 22:19:35,overcast clouds
567,Kikwit,-5.041,18.8162,72.45,87,49,2.51,CD,2021-05-02 22:19:36,scattered clouds
568,Qianjiang,30.4151,112.8859,65.08,89,100,1.63,CN,2021-05-02 22:19:38,overcast clouds
569,Senanga,-16.1167,23.2667,67.48,77,94,7.34,ZM,2021-05-02 22:19:39,overcast clouds
570,Flin Flon,54.7682,-101.865,35.6,55,90,5.75,CA,2021-05-02 22:19:40,overcast clouds
571,Petropavlovka,50.6114,105.3196,36.93,81,100,10.22,RU,2021-05-02 22:19:41,overcast clouds
572,Monrovia,6.3005,-10.7969,80.6,89,75,9.6,LR,2021-05-02 22:19:42,moderate rain
573,Bakel,14.905,-12.4568,94.01,17,32,12.77,SN,2021-05-02 22:19:44,scattered clouds
574,Qiongshan,20.0058,110.3542,77.0,94,0,4.47,CN,2021-05-02 22:19:46,clear sky
575,Coahuayana,18.7333,-103.6833,86.0,30,1,17.27,MX,2021-05-02 22:19:47,clear sky
576,Storslett,69.7678,21.0247,21.22,80,63,9.86,NO,2021-05-02 22:19:48,broken clouds
577,Mozarlandia,-14.7447,-50.5706,79.83,56,56,6.42,BR,2021-05-02 22:19:49,broken clouds
578,Batemans Bay,-35.7167,150.1833,64.0,60,2,4.63,AU,2021-05-02 22:19:50,clear sky
579,Alcudia,39.8532,3.1214,60.01,88,20,3.44,ES,2021-05-02 22:19:51,few clouds
580,Orlik,52.5178,99.825,19.42,92,89,3.96,RU,2021-05-02 22:19:52,light snow
581,Buraydah,26.326,43.975,78.8,25,0,10.36,SA,2021-05-02 22:19:53,clear sky
582,Columbus,39.9612,-82.9988,77.0,33,75,17.27,US,2021-05-02 22:17:48,broken clouds
583,Iquique,-20.2208,-70.1431,64.4,72,0,23.02,CL,2021-05-02 22:19:55,clear sky
584,Smithers,54.7804,-127.1743,55.4,35,40,5.75,CA,2021-05-02 22:15:09,scattered clouds
585,Olga,43.7444,135.2892,50.2,46,10,12.53,RU,2021-05-02 22:19:57,clear sky
586,Kletnya,53.3897,33.2171,53.6,100,100,6.71,RU,2021-05-02 22:19:58,light rain
587,Ust-Omchug,61.15,149.6333,31.6,88,100,1.74,RU,2021-05-02 22:19:59,overcast clouds
588,Saint-Francois,46.4154,3.9054,39.2,87,0,2.3,FR,2021-05-02 22:20:00,clear sky
589,Manica,49.0,-1.1667,42.8,87,20,0.74,FR,2021-05-02 22:20:01,few clouds
590,Alta Floresta,-9.8756,-56.0861,77.0,100,20,2.3,BR,2021-05-02 22:20:03,few clouds
591,Bam,29.106,58.357,72.07,44,100,6.4,IR,2021-05-02 22:20:04,overcast clouds
592,Dhrangadhra,22.9833,71.4667,85.57,35,4,9.8,IN,2021-05-02 22:20:04,clear sky
593,Moussoro,13.6408,16.4901,87.69,6,4,13.13,TD,2021-05-02 22:20:07,clear sky
594,Husavik,66.0449,-17.3389,32.0,69,0,8.05,IS,2021-05-02 22:20:09,clear sky
595,Flinders,-34.5833,150.8552,57.99,94,6,1.01,AU,2021-05-02 22:20:10,clear sky
596,Payo,-3.7508,103.6372,71.69,97,97,1.66,ID,2021-05-02 22:20:11,overcast clouds
597,Myitkyina,25.3833,97.4,66.38,97,17,2.77,MM,2021-05-02 22:20:12,few clouds
598,Aldan,58.6031,125.3894,33.89,96,100,1.16,RU,2021-05-02 22:20:13,overcast clouds
599,Drumheller,51.4617,-112.7101,55.4,35,86,12.66,CA,2021-05-02 22:20:14,overcast clouds
600,Rypin,53.066,19.4094,37.99,95,100,3.0,PL,2021-05-02 22:20:15,overcast clouds
601,Vieques,18.425,-65.8329,82.4,69,40,14.97,PR,2021-05-02 22:20:16,scattered clouds
602,Ostersund,63.1792,14.6357,33.8,60,20,4.61,SE,2021-05-02 22:20:17,few clouds
603,College,64.8569,-147.8028,55.0,26,75,3.44,US,2021-05-02 22:17:11,broken clouds
604,Birao,10.2849,22.7882,82.18,43,80,6.96,CF,2021-05-02 22:20:20,broken clouds
605,Sao Joao Da Barra,-21.6403,-41.0511,73.4,78,75,6.91,BR,2021-05-02 22:20:21,broken clouds
606,Pitrufquen,-38.9833,-72.65,55.4,100,75,2.3,CL,2021-05-02 22:20:22,broken clouds
607,Berani,25.785,68.8069,77.0,78,40,4.61,PK,2021-05-02 22:20:23,smoke
608,Nicoya,10.1483,-85.452,78.8,73,75,5.75,CR,2021-05-02 22:20:25,broken clouds
609,Barreirinha,-2.7933,-57.07,75.97,93,39,3.47,BR,2021-05-02 22:20:26,heavy intensity rain
610,Vallenar,-28.5708,-70.7581,69.35,37,53,5.91,CL,2021-05-02 22:20:27,broken clouds
611,Kagoro,9.6,8.3833,77.25,63,100,3.83,NG,2021-05-02 22:20:28,overcast clouds
612,Aubagne,43.2928,5.5707,54.0,54,1,4.0,FR,2021-05-02 22:20:30,clear sky
613,Eufaula,31.8913,-85.1455,82.4,47,20,6.91,US,2021-05-02 22:20:31,few clouds
614,Tres Arroyos,-38.3739,-60.2798,61.84,85,100,3.51,AR,2021-05-02 22:20:32,overcast clouds
615,Sinazongwe,-17.2614,27.4618,72.99,62,75,7.83,ZM,2021-05-02 22:20:33,broken clouds
616,Bagdarin,54.4333,113.6,34.14,71,100,5.21,RU,2021-05-02 22:20:34,overcast clouds
617,Darnah,32.767,22.6367,78.93,35,99,2.59,LY,2021-05-02 22:20:35,overcast clouds
618,Urumqi,43.801,87.6005,44.6,61,2,2.24,CN,2021-05-02 22:20:36,clear sky
619,Mancio Lima,-7.6142,-72.8958,82.4,74,40,3.44,BR,2021-05-02 22:20:37,scattered clouds
620,Tarata,-17.6167,-66.0167,71.6,33,25,8.05,BO,2021-05-02 22:20:38,scattered clouds
621,New Albany,38.2856,-85.8241,73.4,38,90,10.36,US,2021-05-02 22:20:39,overcast clouds
622,Tucurui,-3.7661,-49.6725,76.64,83,81,1.3,BR,2021-05-02 22:20:40,broken clouds
623,Middle Island,40.8843,-72.9373,69.8,43,1,9.22,US,2021-05-02 22:20:41,clear sky
624,Port Augusta,-32.5,137.7667,59.0,94,40,5.75,AU,2021-05-02 22:20:42,scattered clouds
625,Skjervoy,70.0311,20.9714,31.73,63,13,10.38,NO,2021-05-02 22:20:43,few clouds
626,Ocean City,39.2776,-74.5746,82.4,26,1,17.27,US,2021-05-02 22:19:17,clear sky
627,Providencia,28.7167,-111.5833,86.0,42,1,15.01,MX,2021-05-02 22:20:45,clear sky
628,General Teran,25.2667,-99.6833,101.12,12,10,4.59,MX,2021-05-02 22:20:46,clear sky
629,Abu Zabad,12.35,29.25,81.52,57,78,13.47,SD,2021-05-02 22:20:47,broken clouds
630,Kanker,20.2719,81.4931,77.47,51,97,4.5,IN,2021-05-02 22:20:48,overcast clouds
631,Medak,18.0333,78.2667,77.0,45,43,1.01,IN,2021-05-02 22:20:49,scattered clouds
632,Lamu,-2.2717,40.902,80.85,80,53,12.1,KE,2021-05-02 22:20:50,light rain
633,Augusto Correa,-1.0217,-46.635,74.25,95,99,3.18,BR,2021-05-02 22:20:51,overcast clouds
634,Ballitoville,-29.539,31.2144,66.0,88,0,1.14,ZA,2021-05-02 22:21:24,clear sky
635,Caibarien,22.5206,-79.4669,89.6,33,40,18.41,CU,2021-05-02 22:21:25,scattered clouds
636,Ambo,-10.1308,-76.2047,69.48,59,25,7.27,PE,2021-05-02 22:21:26,scattered clouds
637,Peterhead,57.5058,-1.7981,42.01,87,40,1.14,GB,2021-05-02 22:21:28,scattered clouds
638,Makakilo City,21.3469,-158.0858,84.2,61,90,4.61,US,2021-05-02 22:21:29,overcast clouds
639,Margate,51.3813,1.3862,45.0,72,80,4.0,GB,2021-05-02 22:21:30,broken clouds
640,Praia,14.9215,-23.5087,69.8,73,20,17.27,CV,2021-05-02 22:20:49,few clouds
641,Ust-Tsilma,65.441,52.1498,31.3,68,100,16.71,RU,2021-05-02 22:21:32,overcast clouds
642,Puquio,-14.7,-74.1333,52.09,78,83,8.7,PE,2021-05-02 22:21:35,broken clouds
643,Caraquet,47.7941,-64.9386,48.2,46,72,12.66,CA,2021-05-02 22:18:10,broken clouds
644,Jalu,29.0331,21.5482,89.8,11,89,9.62,LY,2021-05-02 22:21:38,overcast clouds
645,Minot,48.2325,-101.2963,55.4,62,20,13.8,US,2021-05-02 22:21:35,few clouds
646,Maku,39.2911,44.4521,53.98,78,34,0.69,IR,2021-05-02 22:21:39,scattered clouds
647,Mercedes,-34.6515,-59.4307,73.99,78,94,1.99,AR,2021-05-02 22:17:24,overcast clouds
648,Kieta,-6.2167,155.6333,82.13,76,99,1.19,PG,2021-05-02 22:21:41,overcast clouds
649,Black River,18.0264,-77.8487,82.4,65,20,4.61,JM,2021-05-02 22:21:42,few clouds
650,Priyutnoye,46.1011,43.5072,61.63,68,49,8.25,RU,2021-05-02 22:21:43,scattered clouds
651,Luoyang,34.6836,112.4536,56.46,43,100,3.67,CN,2021-05-02 22:21:44,light rain
652,Inhambane,-23.865,35.3833,70.47,60,61,13.18,MZ,2021-05-02 22:21:19,broken clouds
653,Nizwa,22.9333,57.5333,79.16,50,100,4.05,OM,2021-05-02 22:21:46,overcast clouds
654,Ignacio Zaragoza,28.3833,-107.2167,77.0,13,54,13.0,MX,2021-05-02 22:21:47,broken clouds
655,Komyshuvakha,47.7176,35.5288,57.2,67,0,11.18,UA,2021-05-02 22:21:48,clear sky
656,Lalibela,12.0333,39.0333,56.39,85,91,3.24,ET,2021-05-02 22:21:50,overcast clouds
657,Morros,-9.4467,-46.3003,77.74,62,100,3.49,BR,2021-05-02 22:21:51,overcast clouds
658,Dunedin,-45.8742,170.5036,55.13,59,94,4.7,NZ,2021-05-02 22:21:52,overcast clouds
659,Cayenne,4.9333,-52.3333,80.6,78,75,3.44,GF,2021-05-02 22:21:53,broken clouds
660,Atbasar,51.8,68.3333,53.44,43,100,8.14,KZ,2021-05-02 22:21:54,overcast clouds
661,Tomaszow Lubelski,50.4477,23.4162,46.0,79,100,13.0,PL,2021-05-02 22:21:55,overcast clouds
662,Manoel Urbano,-8.8389,-69.2597,77.31,88,85,3.13,BR,2021-05-02 22:21:56,overcast clouds
663,Akyab,20.15,92.9,80.33,76,0,5.06,MM,2021-05-02 22:21:57,clear sky
664,Duluth,46.7833,-92.1066,52.0,81,1,12.66,US,2021-05-02 22:21:45,clear sky
665,Jibuti,11.5,42.5,71.98,79,100,5.66,DJ,2021-05-02 22:17:07,overcast clouds
666,Srandakan,-7.9386,110.2506,76.1,87,34,4.9,ID,2021-05-02 22:22:00,scattered clouds
667,Kirakira,-10.4544,161.9205,82.09,75,63,2.04,SB,2021-05-02 22:22:01,broken clouds
668,Odweyne,9.4092,45.064,70.57,75,100,7.07,SO,2021-05-02 22:22:02,light rain
669,Deming,32.2687,-107.7586,87.8,4,1,20.71,US,2021-05-02 22:22:03,clear sky
670,Kamina,-8.7386,24.9906,62.69,97,60,4.43,CD,2021-05-02 22:22:04,broken clouds
671,Sumbe,-11.2061,13.8437,78.94,88,54,6.53,AO,2021-05-02 22:22:05,light rain
672,Poletayevo,55.0336,61.1138,46.4,93,40,4.47,RU,2021-05-02 22:22:06,scattered clouds
673,Westport,41.1415,-73.3579,71.01,46,1,11.5,US,2021-05-02 22:22:08,clear sky
674,Kashi,39.4547,75.9797,69.8,21,40,6.71,CN,2021-05-02 22:22:09,dust
675,Komsomolskiy,40.4272,71.7189,64.4,55,93,6.91,UZ,2021-05-02 22:22:10,overcast clouds
